date,cases,probable_cases,hospitalizations,deaths,mob_retail,mob_grocery,mob_parks,mob_transit,mob_work,mob_residential,trend_covid_topic,total_cases
2020-02-29,1.0,0.0,1.0,0,5.0,1.8,-6.0,1.2,5.6,-0.6,1.1745360582569886,1.0
2020-03-01,0.0,0.0,1.0,0,4.6,2.4,3.0,0.0,1.4,-0.2,1.5660480776759849,0.0
2020-03-02,0.0,0.0,2.0,0,7.2,5.8,15.4,0.8,5.4,-0.2,2.7405841359329735,0.0
2020-03-03,1.0,0.0,7.0,0,3.4,4.8,5.8,0.8,4.0,0.0,2.7405841359329735,1.0
2020-03-04,5.0,0.0,2.0,0,7.4,7.8,17.6,0.0,2.2,-0.2,3.915120194189962,5.0
2020-03-05,3.0,0.0,14.0,0,8.2,9.2,19.8,0.4,3.0,-0.6,5.481168271865947,3.0
2020-03-06,8.0,0.0,8.0,0,-4.4,-2.2,-9.4,-3.6,2.2,1.6,5.481168271865947,8.0
2020-03-07,7.0,0.0,8.0,0,6.8,8.4,22.2,3.0,6.4,-0.2,5.872680291284943,7.0
2020-03-08,21.0,0.0,18.0,0,5.2,5.4,51.4,0.0,0.6,-0.2,5.872680291284943,21.0
2020-03-09,57.0,0.0,37.0,0,8.2,7.2,54.0,-1.4,2.0,0.6,11.745360582569884,57.0
2020-03-10,69.0,0.0,60.0,0,1.6,8.4,17.6,-4.6,-2.2,2.0,21.14164904862579,69.0
2020-03-11,155.0,0.0,78.0,1,2.2,10.0,21.4,-7.4,-3.2,2.2,16.835016835016837,155.0
2020-03-12,355.0,0.0,106.0,0,-1.2,27.0,2.8,-12.2,-7.2,4.2,20.750137029206797,355.0
2020-03-13,619.0,0.0,152.0,0,-8.4,26.4,10.0,-18.4,-12.0,6.4,19.18408895153081,619.0
2020-03-14,642.0,1.0,177.0,3,-12.2,19.0,31.4,-17.6,-3.8,4.0,20.750137029206797,643.0
2020-03-15,0.0,0.0,210.0,4,-18.8,11.0,27.8,-24.6,-10.4,5.2,23.49072116513977,0.0
2020-03-16,0.0,2.0,338.0,9,-19.8,18.6,-16.4,-35.2,-31.2,13.4,30.146425495262708,2.0
2020-03-17,0.0,4.0,385.0,12,-31.8,12.2,-13.0,-41.4,-37.2,16.6,29.363401456424715,4.0
2020-03-18,0.0,5.0,494.0,24,-33.4,8.0,1.0,-44.4,-40.4,17.6,29.363401456424715,5.0
2020-03-19,0.0,4.0,631.0,27,-40.4,-2.2,-18.2,-49.0,-44.8,20.4,33.670033670033675,4.0
2020-03-20,0.0,3.0,738.0,49,-41.6,5.8,3.2,-49.0,-48.0,22.0,36.410617805966645,3.0
2020-03-21,0.0,7.0,734.0,51,-48.0,1.2,1.2,-47.2,-33.6,14.2,35.236081747709655,7.0
2020-03-22,0.0,4.0,773.0,52,-59.0,-21.4,-28.6,-57.4,-40.8,14.8,39.151201941899615,4.0
2020-03-23,0.0,15.0,0.0,96,-66.8,-43.2,-67.2,-68.4,-61.8,29.0,38.759689922480625,15.0
2020-03-24,0.0,12.0,0.0,107,-55.6,-19.8,-14.8,-61.8,-61.8,27.0,35.62759376712865,12.0
2020-03-25,0.0,18.0,0.0,143,-61.0,-29.6,-48.6,-65.2,-62.8,28.6,37.97666588364263,18.0
2020-03-26,0.0,44.0,0.0,229,-56.8,-21.8,-11.8,-63.2,-63.4,28.2,39.30178348783,44.0
2020-03-27,0.0,46.0,0.0,262,-59.0,-24.4,-9.2,-62.6,-63.2,29.8,35.91369870439639,46.0
2020-03-28,0.0,51.0,0.0,323,-68.4,-33.6,-55.8,-64.6,-50.8,20.0,42.0122513145769,51.0
2020-03-29,0.0,66.0,0.0,356,-69.2,-36.4,-57.0,-66.2,-51.6,18.0,44.04510218463707,66.0
2020-03-30,0.0,92.0,0.0,414,-60.2,-30.4,-42.8,-66.4,-66.0,29.0,46.07795305469725,92.0
2020-03-31,0.0,89.0,0.0,476,-60.6,-29.8,-43.8,-67.2,-67.8,30.0,44.04510218463707,89.0
2020-04-01,0.0,109.0,0.0,556,-57.6,-25.2,-28.0,-66.4,-68.0,29.6,45.40033609801052,109.0
2020-04-02,0.0,179.0,0.0,676,-59.8,-25.6,-37.6,-67.6,-68.8,31.2,44.72271914132379,179.0
2020-04-03,0.0,179.0,0.0,676,-63.8,-28.6,-57.2,-68.2,-68.8,33.0,45.40033609801052,179.0
2020-04-04,0.0,203.0,0.0,715,-64.6,-26.0,-20.2,-62.2,-54.0,20.0,40.657017401203454,203.0
2020-04-05,0.0,181.0,0.0,759,-66.8,-33.0,-27.4,-65.2,-53.2,17.4,51.49888870819104,181.0
2020-04-06,0.0,240.0,0.0,816,-59.8,-27.4,-20.0,-67.6,-68.6,29.6,49.466037838130866,240.0
2020-04-07,0.0,234.0,0.0,832,-66.2,-20.4,-23.2,-68.4,-69.6,30.2,44.72271914132379,234.0
2020-04-08,0.0,214.0,0.0,782,-68.2,-22.6,-29.2,-69.6,-70.4,30.6,43.36748522795035,214.0
2020-04-09,0.0,208.0,0.0,767,-70.6,-25.8,-49.2,-71.4,-71.8,32.2,42.0122513145769,208.0
2020-04-10,0.0,205.0,0.0,742,-71.8,-24.2,-54.8,-71.2,-72.4,34.2,35.91369870439639,205.0
2020-04-11,0.0,186.0,0.0,730,-69.4,-17.8,-17.6,-62.8,-54.0,19.8,37.26893261776983,186.0
2020-04-12,0.0,180.0,951.0,754,-76.4,-40.2,-19.8,-65.0,-54.6,17.8,37.26893261776983,180.0
2020-04-13,0.0,199.0,0.0,768,-76.2,-47.0,-62.4,-74.8,-70.6,32.6,37.946549574456554,199.0
2020-04-14,0.0,155.0,984.0,661,-65.0,-23.2,-20.6,-66.8,-68.0,29.2,39.30178348783,155.0
2020-04-15,0.0,122.0,866.0,578,-65.2,-26.4,-28.0,-68.2,-68.8,30.2,50.82127175150431,122.0
2020-04-16,0.0,143.0,782.0,555,-66.4,-24.8,-38.8,-68.8,-68.6,30.0,52.17650566487776,143.0
2020-04-17,0.0,105.0,790.0,489,-68.2,-26.0,-44.4,-67.4,-67.0,31.8,43.36748522795035,105.0
2020-04-18,0.0,123.0,584.0,513,-72.2,-30.2,-49.6,-64.4,-51.2,20.4,48.78842088144414,123.0
2020-04-19,0.0,96.0,536.0,494,-69.0,-29.6,2.2,-61.8,-48.4,16.4,49.466037838130866,96.0
2020-04-20,0.0,101.0,641.0,465,-65.6,-28.4,-30.6,-67.0,-65.6,28.8,67.76169566867243,101.0
2020-04-21,0.0,103.0,587.0,426,-68.8,-33.8,-44.6,-70.2,-67.2,30.2,48.78842088144414,103.0
2020-04-22,0.0,88.0,519.0,399,-64.6,-24.6,-29.2,-67.6,-66.2,29.0,30.49276305090259,88.0
2020-04-23,0.0,85.0,448.0,415,-65.4,-25.0,-37.8,-68.0,-66.4,29.8,29.815146094215866,85.0
2020-04-24,0.0,66.0,474.0,380,-70.2,-32.2,-57.8,-69.8,-66.2,32.4,24.39421044072207,66.0
2020-04-25,0.0,60.0,327.0,325,-64.4,-19.2,26.0,-56.6,-46.4,17.0,24.39421044072207,60.0
2020-04-26,0.0,55.0,307.0,300,-74.2,-40.0,-61.0,-67.0,-50.0,17.6,25.74944435409552,55.0
2020-04-27,0.0,52.0,370.0,322,-64.8,-29.2,-44.6,-67.2,-64.0,28.6,28.459912180842416,52.0
2020-04-28,0.0,38.0,356.0,267,-59.8,-19.0,16.0,-63.6,-64.0,21.6,26.42706131078224,38.0
2020-04-29,0.0,37.0,313.0,274,-64.0,-27.4,-39.4,-67.2,-64.6,28.6,25.74944435409552,37.0
2020-04-30,0.0,30.0,254.0,253,-64.8,-28.4,-50.2,-68.6,-65.6,29.8,25.74944435409552,30.0
2020-05-01,0.0,47.0,263.0,256,-62.2,-21.0,-29.0,-64.2,-63.2,29.4,21.00612565728845,47.0
2020-05-02,0.0,35.0,208.0,224,-58.4,-14.0,59.6,-52.6,-42.4,15.0,21.00612565728845,35.0
2020-05-03,787.0,33.0,216.0,210,-61.4,-23.4,47.6,-56.4,-42.6,13.2,23.038976527348623,820.0
2020-05-04,0.0,37.0,241.0,195,-57.0,-21.8,-11.6,-63.0,-61.4,26.0,22.361359570661897,37.0
2020-05-05,0.0,18.0,213.0,169,-56.2,-15.8,-3.0,-62.4,-62.0,25.8,23.038976527348623,18.0
2020-05-06,0.0,31.0,213.0,182,-62.4,-25.4,-45.8,-66.0,-62.6,27.6,23.716593484035347,31.0
2020-05-07,0.0,18.0,176.0,159,-56.2,-12.2,13.6,-62.0,-61.6,26.0,24.39421044072207,18.0
2020-05-08,0.0,25.0,166.0,155,-63.2,-21.2,-46.4,-64.8,-61.4,28.6,21.683742613975173,25.0
2020-05-09,657.0,11.0,123.0,110,-61.2,-13.8,-28.0,-57.2,-42.2,16.6,23.038976527348623,668.0
2020-05-10,457.0,12.0,105.0,114,-58.4,-19.4,19.4,-53.8,-39.4,12.4,20.328508700601727,469.0
2020-05-11,0.0,17.0,180.0,120,-61.0,-28.2,-33.2,-64.8,-60.0,26.2,24.39421044072207,17.0
2020-05-12,0.0,17.0,113.0,108,-56.8,-16.2,-3.8,-61.6,-59.8,25.0,25.071827397408796,17.0
2020-05-13,0.0,9.0,130.0,92,-54.8,-16.4,6.6,-61.4,-59.6,25.4,24.39421044072207,9.0
2020-05-14,0.0,16.0,142.0,86,-54.0,-14.8,8.8,-61.4,-59.8,23.8,23.716593484035347,16.0
2020-05-15,873.0,11.0,128.0,98,-54.8,-15.4,23.2,-59.0,-58.4,25.4,21.00612565728845,884.0
2020-05-16,485.0,19.0,91.0,100,-55.0,-15.0,61.4,-50.4,-38.2,13.2,21.00612565728845,504.0
2020-05-17,360.0,12.0,80.0,89,-57.4,-21.6,39.8,-54.4,-37.0,12.2,21.683742613975173,372.0
2020-05-18,894.0,8.0,111.0,67,-53.0,-20.2,-2.6,-60.4,-57.2,24.0,23.038976527348623,902.0
2020-05-19,0.0,9.0,114.0,64,-51.8,-15.0,-1.0,-59.4,-58.0,24.2,23.038976527348623,9.0
2020-05-20,0.0,6.0,80.0,84,-51.2,-14.4,6.8,-59.8,-58.0,23.8,23.038976527348623,6.0
2020-05-21,0.0,7.0,83.0,51,-49.6,-11.4,19.2,-58.8,-58.2,23.8,22.361359570661897,7.0
2020-05-22,0.0,14.0,102.0,79,-53.2,-14.2,1.6,-58.2,-56.4,24.4,17.618040873854827,14.0
2020-05-23,455.0,4.0,74.0,64,-61.4,-23.2,-33.4,-57.8,-38.2,15.8,19.650891743915,459.0
2020-05-24,467.0,6.0,86.0,54,-54.0,-16.6,56.6,-51.0,-35.2,10.0,20.328508700601727,473.0
2020-05-25,464.0,7.0,79.0,53,-56.0,-23.6,44.0,-67.2,-72.2,25.6,20.328508700601727,471.0
2020-05-26,0.0,8.0,76.0,42,-49.4,-14.2,30.8,-57.0,-55.6,21.8,21.683742613975173,8.0
2020-05-27,740.0,5.0,75.0,52,-48.2,-13.4,27.4,-56.8,-55.4,22.4,20.328508700601727,745.0
2020-05-28,646.0,5.0,79.0,41,-50.2,-13.0,2.6,-58.0,-56.6,23.2,16.940423917168108,651.0
2020-05-29,638.0,13.0,84.0,51,-52.4,-15.0,12.2,-57.2,-55.8,24.6,17.618040873854827,651.0
2020-05-30,346.0,5.0,54.0,56,-50.4,-10.4,82.0,-45.2,-27.4,10.8,16.26280696048138,351.0
2020-05-31,230.0,8.0,60.0,42,-51.6,-16.8,71.4,-48.2,-27.8,9.4,15.585190003794654,238.0
2020-06-01,686.0,12.0,81.0,39,-47.6,-15.4,13.8,-55.2,-53.4,21.4,16.26280696048138,698.0
2020-06-02,570.0,10.0,64.0,45,-51.2,-15.6,4.4,-57.4,-55.0,23.2,14.229956090421208,580.0
2020-06-03,515.0,4.0,73.0,45,-52.2,-17.2,0.4,-58.8,-55.2,23.6,14.229956090421208,519.0
2020-06-04,517.0,11.0,75.0,38,-48.0,-9.6,33.0,-55.8,-54.2,22.2,14.229956090421208,528.0
2020-06-05,402.0,15.0,53.0,31,-53.2,-17.0,-17.2,-57.4,-53.6,24.2,14.907573047107933,417.0
2020-06-06,247.0,7.0,42.0,36,-50.2,-11.6,58.8,-45.6,-27.2,11.0,13.55233913373448,254.0
2020-06-07,197.0,15.0,54.0,29,-48.0,-13.2,95.8,-45.2,-26.4,8.0,13.55233913373448,212.0
2020-06-08,447.0,22.0,60.0,44,-42.8,-11.8,37.6,-53.4,-50.4,19.4,15.585190003794654,469.0
2020-06-09,419.0,9.0,65.0,33,-42.6,-8.8,48.4,-53.4,-51.6,19.4,16.940423917168108,428.0
2020-06-10,363.0,20.0,65.0,39,-42.6,-9.6,41.0,-53.0,-51.4,19.6,16.26280696048138,383.0
2020-06-11,363.0,18.0,49.0,26,-47.0,-13.4,-4.0,-56.4,-52.6,21.8,16.26280696048138,381.0
2020-06-12,409.0,18.0,52.0,26,-44.6,-7.2,48.6,-50.6,-50.0,19.4,18.168604651162795,427.0
2020-06-13,196.0,13.0,35.0,17,-44.8,-6.2,99.2,-40.0,-22.2,8.0,16.305158020274302,209.0
2020-06-14,180.0,13.0,47.0,22,-45.8,-13.4,97.0,-43.4,-23.2,7.2,17.70274299344067,193.0
2020-06-15,380.0,18.0,52.0,20,-42.2,-13.2,27.8,-52.4,-50.0,18.8,20.497912939773407,398.0
2020-06-16,419.0,17.0,61.0,19,-40.4,-7.4,46.8,-50.6,-50.6,18.8,19.100327966607036,436.0
2020-06-17,356.0,13.0,49.0,21,-41.4,-9.6,34.6,-51.6,-51.0,19.0,19.100327966607036,369.0
2020-06-18,378.0,8.0,56.0,16,-41.2,-6.6,31.8,-51.6,-51.2,18.8,15.83929636255218,386.0
2020-06-19,361.0,24.0,45.0,16,-42.8,-6.6,51.6,-48.6,-50.2,17.6,18.168604651162795,385.0
2020-06-20,203.0,16.0,25.0,17,-44.2,-3.6,86.2,-39.2,-21.4,7.2,18.168604651162795,219.0
2020-06-21,172.0,12.0,44.0,22,-46.4,-11.4,90.4,-41.0,-22.2,5.4,17.23688133571855,184.0
2020-06-22,402.0,15.0,48.0,18,-38.6,-14.2,37.0,-49.0,-51.2,17.0,20.032051282051285,417.0
2020-06-23,381.0,14.0,44.0,19,-34.8,-5.4,50.2,-46.4,-51.2,16.4,20.032051282051285,395.0
2020-06-24,381.0,14.0,52.0,18,-35.6,-7.6,46.0,-48.2,-50.0,17.0,20.96377459749553,395.0
2020-06-25,298.0,10.0,43.0,16,-34.4,-4.6,46.4,-47.0,-50.0,16.8,22.361359570661897,308.0
2020-06-26,317.0,17.0,33.0,18,-38.6,-7.4,50.2,-45.2,-48.8,16.4,24.224806201550393,334.0
2020-06-27,206.0,13.0,43.0,17,-43.2,-11.0,36.6,-38.2,-24.0,8.0,21.895497912939778,219.0
2020-06-28,201.0,16.0,32.0,12,-41.0,-14.2,76.8,-38.0,-20.4,6.2,22.827221228384023,217.0
2020-06-29,437.0,26.0,47.0,19,-32.8,-11.2,36.2,-47.0,-47.8,16.0,23.75894454382827,463.0
2020-06-30,442.0,15.0,45.0,11,-30.6,-7.2,28.6,-47.2,-49.4,16.6,20.96377459749553,457.0
2020-07-01,396.0,22.0,39.0,10,-31.0,-7.2,24.6,-47.8,-49.4,16.4,23.75894454382827,418.0
2020-07-02,416.0,12.0,45.0,18,-25.2,2.2,59.6,-44.2,-49.2,14.0,20.96377459749553,428.0
2020-07-03,233.0,14.0,30.0,12,-33.8,-0.8,19.2,-50.2,-59.8,18.4,21.895497912939778,247.0
2020-07-04,120.0,11.0,30.0,6,-49.4,-14.6,103.2,-40.8,-32.8,5.8,19.100327966607036,131.0
2020-07-05,155.0,10.0,29.0,9,-42.4,-19.8,79.8,-39.2,-25.6,3.8,19.56618962432916,165.0
2020-07-06,431.0,24.0,54.0,11,-36.8,-16.6,6.0,-49.6,-50.8,16.6,23.293082886106145,455.0
2020-07-07,461.0,24.0,47.0,7,-30.2,-3.0,36.8,-45.8,-50.6,15.8,24.224806201550393,485.0
2020-07-08,437.0,16.0,34.0,16,-32.8,-7.8,21.8,-47.4,-49.2,16.4,22.361359570661897,453.0
2020-07-09,391.0,18.0,46.0,5,-29.4,-2.0,56.6,-44.8,-49.2,15.2,20.032051282051285,409.0
2020-07-10,307.0,20.0,45.0,5,-50.6,-26.4,-39.8,-54.4,-52.0,21.2,21.895497912939778,327.0
2020-07-11,259.0,17.0,34.0,9,-35.2,-3.8,40.8,-36.8,-20.2,7.2,20.032051282051285,276.0
2020-07-12,223.0,13.0,26.0,7,-34.4,-9.6,116.0,-34.0,-21.8,3.6,21.895497912939778,236.0
2020-07-13,483.0,21.0,49.0,15,-30.0,-7.6,39.2,-46.0,-48.6,15.2,25.622391174716764,504.0
2020-07-14,403.0,15.0,43.0,10,-26.8,-4.0,58.6,-45.2,-49.4,14.8,26.08825283243888,418.0
2020-07-15,440.0,22.0,44.0,14,-26.4,-7.0,54.2,-46.0,-48.0,14.8,25.156529516994635,462.0
2020-07-16,411.0,22.0,34.0,6,-26.0,-4.0,54.6,-45.6,-48.6,15.2,25.622391174716764,433.0
2020-07-17,413.0,19.0,50.0,10,-33.6,-10.4,20.0,-46.4,-48.2,16.0,22.827221228384023,432.0
2020-07-18,216.0,20.0,26.0,11,-33.6,-9.6,99.0,-33.4,-20.0,4.6,22.827221228384023,236.0
2020-07-19,175.0,27.0,38.0,10,-36.8,-17.0,90.2,-38.2,-23.6,4.2,22.827221228384023,202.0
2020-07-20,404.0,30.0,38.0,10,-31.8,-14.8,29.0,-48.2,-49.2,15.8,26.08825283243888,434.0
2020-07-21,341.0,14.0,24.0,6,-28.6,-8.2,49.2,-46.0,-49.4,15.2,26.08825283243888,355.0
2020-07-22,328.0,20.0,40.0,8,-32.2,-14.4,13.0,-48.4,-48.4,16.4,23.293082886106145,348.0
2020-07-23,309.0,14.0,33.0,8,-28.2,-5.8,25.2,-47.0,-48.0,15.6,21.895497912939778,323.0
2020-07-24,299.0,16.0,40.0,5,-35.2,-12.0,9.0,-47.4,-47.8,16.6,22.361359570661897,315.0
2020-07-25,153.0,15.0,35.0,11,-31.2,-8.6,103.2,-32.0,-20.0,4.0,21.429636255217655,168.0
2020-07-26,140.0,17.0,25.0,8,-34.2,-15.4,93.4,-36.8,-22.8,3.8,21.895497912939778,157.0
2020-07-27,313.0,18.0,38.0,3,-30.4,-13.4,35.2,-46.8,-48.6,14.8,25.622391174716764,331.0
2020-07-28,313.0,17.0,38.0,13,-29.0,-9.6,35.6,-46.6,-49.0,15.4,27.48583780560525,330.0
2020-07-29,287.0,24.0,30.0,5,-27.8,-9.0,46.6,-45.8,-49.0,14.6,26.08825283243888,311.0
2020-07-30,274.0,11.0,37.0,5,-28.2,-6.8,38.6,-47.0,-49.8,15.4,24.690667859272512,285.0
2020-07-31,262.0,23.0,34.0,4,-32.0,-10.0,19.6,-45.4,-49.2,15.2,25.622391174716764,285.0
2020-08-01,189.0,12.0,27.0,7,-30.8,-8.8,107.2,-31.6,-20.4,3.4,21.895497912939778,201.0
2020-08-02,135.0,10.0,33.0,2,-34.4,-15.8,59.8,-39.8,-24.0,4.8,22.361359570661897,145.0
2020-08-03,348.0,25.0,40.0,3,-26.2,-7.0,39.0,-45.0,-47.8,13.8,23.75894454382827,373.0
2020-08-04,187.0,19.0,32.0,5,-43.6,-24.0,-8.6,-53.2,-54.4,20.0,21.429636255217655,206.0
2020-08-05,298.0,21.0,38.0,6,-23.2,-5.0,56.2,-43.4,-48.2,13.0,46.58616577221229,319.0
2020-08-06,288.0,18.0,34.0,6,-25.0,-4.8,44.4,-44.8,-48.8,14.0,23.293082886106145,306.0
2020-08-07,255.0,24.0,23.0,2,-33.4,-12.4,5.2,-45.6,-48.2,15.4,20.497912939773407,279.0
2020-08-08,160.0,25.0,21.0,4,-30.2,-7.8,85.8,-33.0,-20.0,4.2,16.305158020274302,185.0
2020-08-09,133.0,17.0,26.0,3,-31.6,-14.6,102.4,-34.4,-22.4,3.0,18.634466308884917,150.0
2020-08-10,312.0,31.0,41.0,5,-28.2,-11.6,42.2,-46.0,-48.4,13.8,20.032051282051285,343.0
2020-08-11,263.0,28.0,25.0,5,-27.8,-8.6,49.0,-45.4,-49.0,14.0,22.361359570661897,291.0
2020-08-12,320.0,19.0,31.0,3,-31.6,-11.6,21.4,-47.0,-48.8,15.2,19.56618962432916,339.0
2020-08-13,276.0,34.0,39.0,4,-32.6,-9.8,13.4,-47.4,-49.4,15.4,19.56618962432916,310.0
2020-08-14,277.0,22.0,38.0,4,-31.2,-9.2,42.2,-43.2,-47.6,13.4,20.032051282051285,299.0
2020-08-15,151.0,15.0,23.0,5,-32.6,-10.8,97.0,-31.8,-21.2,3.4,16.771019677996424,166.0
2020-08-16,140.0,19.0,21.0,5,-43.4,-22.6,-10.8,-45.0,-28.2,6.8,18.634466308884917,159.0
2020-08-17,333.0,25.0,33.0,5,-29.4,-12.4,32.6,-45.6,-48.6,13.8,20.497912939773407,358.0
2020-08-18,283.0,26.0,39.0,2,-28.0,-9.0,56.75,-44.6,-47.8,13.6,20.032051282051285,309.0
2020-08-19,257.0,39.0,35.0,1,-32.8,-14.0,19.0,-47.4,-48.6,15.0,20.497912939773407,296.0
2020-08-20,227.0,21.0,37.0,6,-25.2,-6.0,61.0,-43.4,-47.8,12.8,17.23688133571855,248.0
2020-08-21,252.0,28.0,31.0,5,-31.0,-9.6,41.2,-42.0,-46.8,13.2,19.100327966607036,280.0
2020-08-22,136.0,21.0,27.0,7,-33.0,-11.6,97.5,-31.8,-20.4,3.0,17.70274299344067,157.0
2020-08-23,150.0,20.0,23.0,3,-33.4,-16.0,78.0,-35.4,-22.6,3.0,18.634466308884917,170.0
2020-08-24,297.0,22.0,36.0,8,-30.4,-14.0,30.4,-45.6,-47.6,13.8,20.497912939773407,319.0
2020-08-25,283.0,19.0,40.0,3,-29.6,-10.8,27.2,-44.4,-48.4,14.0,20.032051282051285,302.0
2020-08-26,313.0,23.0,28.0,7,-26.0,-8.2,51.4,-43.8,-47.0,12.8,17.70274299344067,336.0
2020-08-27,274.0,22.0,31.0,1,-29.4,-10.2,25.8,-44.8,-47.8,14.2,15.373434704830055,296.0
2020-08-28,280.0,19.0,22.0,6,-32.4,-11.4,26.0,-42.8,-46.2,13.4,17.23688133571855,299.0
2020-08-29,128.0,25.0,22.0,4,-36.0,-12.0,28.4,-38.6,-23.0,6.6,14.886397517211472,153.0
2020-08-30,186.0,21.0,20.0,6,-29.0,-13.4,118.0,-30.6,-21.0,1.6,18.507413129506155,207.0
2020-08-31,315.0,16.0,42.0,1,-28.2,-12.8,29.8,-44.8,-47.2,13.2,20.92142353770261,331.0
2020-09-01,294.0,34.0,21.0,3,-26.4,-6.8,30.4,-43.4,-47.6,13.8,19.31208326557164,328.0
2020-09-02,271.0,25.0,29.0,5,-28.2,-9.6,14.4,-45.8,-47.4,14.2,16.495737789342442,296.0
